summ_idx,func_idx,func_value
35,4,"(26, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
35,4,"(47, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
35,4,"(70, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
35,4,"(98, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
35,4,"(112, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
35,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
35,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
35,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
35,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
35,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
35,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
35,6,"(36, '%let password = password_exposed;\n')"
35,6,"(73, '%let password = password_exposed;\n')"
35,6,"(97, '%let password = password_exposed;\n')"
35,6,"(102, '%let password = password_exposed;\n')"
35,6,"(111, '%let password = password_exposed;\n')"
35,7,0
35,8,16
36,1,"{'create_dt': '2023-06-18T13:56:27.141489', 'modified_dt': '2023-06-18T13:56:27.141489'}"
36,2,42
36,3,3
36,4,"(19, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
36,4,"(30, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
36,4,"(38, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
36,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
36,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
36,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
36,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
36,6,"(7, '%let password = password_exposed;\n')"
36,7,0
36,8,2
37,1,"{'create_dt': '2023-06-18T13:56:27.155105', 'modified_dt': '2023-06-18T13:56:27.155105'}"
37,2,76
37,3,6
37,4,"(3, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
37,4,"(22, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
37,4,"(27, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
37,4,"(42, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
37,4,"(55, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
37,4,"(74, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
37,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
37,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
37,6,"(6, '%let password = password_exposed;\n')"
37,7,0
37,8,7
38,1,"{'create_dt': '2023-06-18T13:56:27.146974', 'modified_dt': '2023-06-18T13:56:27.146974'}"
38,2,115
38,3,7
38,4,"(9, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
38,4,"(25, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
38,4,"(40, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
38,4,"(61, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
38,4,"(82, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
38,4,"(89, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
38,4,"(96, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
38,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
38,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
38,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
38,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
38,6,"(48, '%let password = password_exposed;\n')"
38,6,"(54, '%let password = password_exposed;\n')"
38,6,"(81, '%let password = password_exposed;\n')"
38,6,"(100, '%let password = password_exposed;\n')"
38,7,0
38,8,8
39,1,"{'create_dt': '2023-06-18T13:56:27.161006', 'modified_dt': '2023-06-18T13:56:27.161006'}"
39,2,46
39,3,2
39,4,"(16, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
39,4,"(37, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
39,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
39,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
39,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
39,6,"(1, '%let password = password_exposed;\n')"
39,6,"(2, '%let password = password_exposed;\n')"
39,6,"(36, '%let password = password_exposed;\n')"
39,6,"(41, '%let password = password_exposed;\n')"
39,7,0
39,8,3
40,1,"{'create_dt': '2023-06-18T13:56:27.163502', 'modified_dt': '2023-06-18T13:56:27.163502'}"
40,2,86
40,3,5
40,4,"(22, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
40,4,"(48, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
40,4,"(51, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
40,4,"(65, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
40,4,"(82, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
40,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
40,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
40,6,"(26, '%let password = password_exposed;\n')"
40,6,"(32, '%let password = password_exposed;\n')"
40,6,"(41, '%let password = password_exposed;\n')"
40,6,"(47, '%let password = password_exposed;\n')"
40,6,"(56, '%let password = password_exposed;\n')"
40,7,0
40,8,9
41,1,"{'create_dt': '2023-06-18T13:56:27.156730', 'modified_dt': '2023-06-18T13:56:27.156730'}"
41,2,74
41,3,4
41,4,"(14, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
41,4,"(26, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
41,4,"(43, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
41,4,"(47, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
41,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
41,6,"(3, '%let password = password_exposed;\n')"
41,6,"(22, '%let password = password_exposed;\n')"
41,7,0
41,8,10
42,1,"{'create_dt': '2023-06-18T13:56:27.122014', 'modified_dt': '2023-06-18T13:56:27.122014'}"
42,2,70
42,3,8
42,4,"(1, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
42,4,"(5, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
42,4,"(8, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
42,4,"(13, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
42,4,"(17, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
42,4,"(31, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
42,4,"(46, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
42,4,"(49, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
42,6,"(4, '%let password = password_exposed;\n')"
42,6,"(65, '%let password = password_exposed;\n')"
42,6,"(70, '%let password = password_exposed;\n')"
42,7,0
42,8,7
43,1,"{'create_dt': '2023-06-18T13:56:27.139077', 'modified_dt': '2023-06-18T13:56:27.139077'}"
43,2,19
43,3,0
43,7,0
43,8,1
44,1,"{'create_dt': '2023-06-18T13:56:27.141825', 'modified_dt': '2023-06-18T13:56:27.141825'}"
44,2,108
44,3,6
44,4,"(7, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
44,4,"(39, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
44,4,"(43, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
44,4,"(52, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
44,4,"(74, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
44,4,"(103, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
44,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
44,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
44,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
44,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
44,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
44,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
44,6,"(11, '%let password = password_exposed;\n')"
44,6,"(16, '%let password = password_exposed;\n')"
44,6,"(17, '%let password = password_exposed;\n')"
44,6,"(32, '%let password = password_exposed;\n')"
44,6,"(86, '%let password = password_exposed;\n')"
44,6,"(95, '%let password = password_exposed;\n')"
44,6,"(106, '%let password = password_exposed;\n')"
44,6,"(108, '%let password = password_exposed;\n')"
44,7,0
44,8,11
45,1,"{'create_dt': '2023-06-18T13:56:27.142304', 'modified_dt': '2023-06-18T13:56:27.142304'}"
45,2,118
45,3,10
45,4,"(7, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
45,4,"(23, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
45,4,"(26, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
45,4,"(53, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
45,4,"(66, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
45,4,"(75, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
45,4,"(78, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
45,4,"(104, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
45,4,"(108, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
45,4,"(112, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
45,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
45,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
45,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
45,6,"(10, '%let password = password_exposed;\n')"
45,6,"(44, '%let password = password_exposed;\n')"
45,6,"(82, '%let password = password_exposed;\n')"
45,6,"(90, '%let password = password_exposed;\n')"
45,6,"(92, '%let password = password_exposed;\n')"
45,7,0
45,8,8
46,1,"{'create_dt': '2023-06-18T13:56:27.139649', 'modified_dt': '2023-06-18T13:56:27.139649'}"
46,2,86
46,3,6
46,4,"(3, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
46,4,"(15, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
46,4,"(41, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
46,4,"(44, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
46,4,"(51, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
46,4,"(58, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
46,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
46,6,"(2, '%let password = password_exposed;\n')"
46,6,"(48, '%let password = password_exposed;\n')"
46,6,"(71, '%let password = password_exposed;\n')"
46,6,"(72, '%let password = password_exposed;\n')"
46,6,"(80, '%let password = password_exposed;\n')"
46,7,0
46,8,10
47,1,"{'create_dt': '2023-06-18T13:56:27.157123', 'modified_dt': '2023-06-18T13:56:27.157123'}"
47,2,44
47,3,4
47,4,"(1, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
47,4,"(4, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
47,4,"(14, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
47,4,"(42, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
47,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
47,6,"(24, '%let password = password_exposed;\n')"
47,6,"(28, '%let password = password_exposed;\n')"
47,7,0
47,8,2
48,1,"{'create_dt': '2023-06-18T13:56:27.163117', 'modified_dt': '2023-06-18T13:56:27.163117'}"
48,2,45
48,3,2
48,4,"(12, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
48,4,"(41, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
48,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
48,6,"(10, '%let password = password_exposed;\n')"
48,7,0
48,8,4
49,1,"{'create_dt': '2023-06-18T13:56:27.160506', 'modified_dt': '2023-06-18T13:56:27.160506'}"
49,2,156
49,3,12
49,4,"(8, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
49,4,"(27, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
49,4,"(36, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
49,4,"(69, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
49,4,"(78, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
49,4,"(83, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
49,4,"(89, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
49,4,"(118, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
49,4,"(126, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
49,4,"(137, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
49,4,"(143, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
49,4,"(152, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
49,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
49,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
49,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
49,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
49,6,"(35, '%let password = password_exposed;\n')"
49,6,"(77, '%let password = password_exposed;\n')"
49,6,"(117, '%let password = password_exposed;\n')"
49,6,"(141, '%let password = password_exposed;\n')"
49,7,0
49,8,13
50,1,"{'create_dt': '2023-06-18T13:56:27.166392', 'modified_dt': '2023-06-18T13:56:27.166392'}"
50,2,168
50,3,12
50,4,"(22, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
50,4,"(37, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
50,4,"(52, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
50,4,"(55, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
50,4,"(74, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
50,4,"(80, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
50,4,"(103, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
50,4,"(113, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
50,4,"(116, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
50,4,"(119, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
50,4,"(134, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
50,4,"(139, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
50,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
50,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
50,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
50,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
50,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
50,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
50,6,"(1, '%let password = password_exposed;\n')"
50,6,"(18, '%let password = password_exposed;\n')"
50,6,"(51, '%let password = password_exposed;\n')"
50,6,"(59, '%let password = password_exposed;\n')"
50,6,"(83, '%let password = password_exposed;\n')"
50,6,"(94, '%let password = password_exposed;\n')"
50,7,0
50,8,11
51,1,"{'create_dt': '2023-06-18T13:56:27.162246', 'modified_dt': '2023-06-18T13:56:27.162246'}"
51,2,139
51,3,11
51,4,"(9, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
51,4,"(39, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
51,4,"(58, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
51,4,"(61, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
51,4,"(64, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
51,4,"(68, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
51,4,"(98, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
51,4,"(107, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
51,4,"(122, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
51,4,"(126, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
51,4,"(129, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
51,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
51,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
51,6,"(4, '%let password = password_exposed;\n')"
51,6,"(5, '%let password = password_exposed;\n')"
51,7,0
51,8,8
52,1,"{'create_dt': '2023-06-18T13:56:27.159648', 'modified_dt': '2023-06-18T13:56:27.159648'}"
52,2,172
52,3,18
52,4,"(10, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
52,4,"(16, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
52,4,"(26, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
52,4,"(30, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
52,4,"(37, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
52,4,"(44, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
52,4,"(47, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
52,4,"(50, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
52,4,"(57, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
52,4,"(60, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
52,4,"(95, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
52,4,"(98, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
52,4,"(117, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
52,4,"(126, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
52,4,"(131, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
52,4,"(134, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
52,4,"(139, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
52,4,"(146, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
52,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
52,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
52,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
52,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
52,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
52,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
52,6,"(56, '%let password = password_exposed;\n')"
52,6,"(114, '%let password = password_exposed;\n')"
52,6,"(115, '%let password = password_exposed;\n')"
52,6,"(116, '%let password = password_exposed;\n')"
52,7,0
52,8,14
53,1,"{'create_dt': '2023-06-18T13:56:27.122400', 'modified_dt': '2023-06-18T13:56:27.122400'}"
53,2,178
53,3,14
53,4,"(1, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
53,4,"(24, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
53,4,"(41, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
53,4,"(50, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
53,4,"(55, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
53,4,"(67, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
53,4,"(75, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
53,4,"(98, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
53,4,"(103, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
53,4,"(123, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
